"country","status","description","range","number","day","source"
"Guinea","DEATHS","Total","Cumulative","0","14","CDC"
"Liberia","CASES","Total","Cumulative","0","14","CDC"
"Liberia","DEATHS","Total","Cumulative","0","14","CDC"
"Sierra Leone","CASES","Total","Cumulative","0","14","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","0","14","CDC"
"Guinea","CASES","Total","Cumulative","0","15","CDC"
"Guinea","DEATHS","Total","Cumulative","0","15","CDC"
"Liberia","CASES","Total","Cumulative","0","15","CDC"
"Liberia","DEATHS","Total","Cumulative","0","15","CDC"
"Sierra Leone","CASES","Total","Cumulative","0","15","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","0","15","CDC"
"Guinea","CASES","Total","Cumulative","0","16","CDC"
"Guinea","DEATHS","Total","Cumulative","0","16","CDC"
"Liberia","CASES","Total","Cumulative","0","16","CDC"
"Liberia","DEATHS","Total","Cumulative","0","16","CDC"
"Sierra Leone","CASES","Total","Cumulative","0","16","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","0","16","CDC"
"Guinea","CASES","Total","Cumulative","0","17","CDC"
"Guinea","DEATHS","Total","Cumulative","0","17","CDC"
"Liberia","CASES","Total","Cumulative","0","17","CDC"
"Liberia","DEATHS","Total","Cumulative","0","17","CDC"
"Sierra Leone","CASES","Total","Cumulative","0","17","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","0","17","CDC"
"Guinea","CASES","Total","Cumulative","0","18","CDC"
"Guinea","DEATHS","Total","Cumulative","0","18","CDC"
"Liberia","CASES","Total","Cumulative","0","18","CDC"
"Liberia","DEATHS","Total","Cumulative","0","18","CDC"
"Sierra Leone","CASES","Total","Cumulative","0","18","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","0","18","CDC"
"Guinea","CASES","Total","Cumulative","0","19","CDC"
"Guinea","DEATHS","Total","Cumulative","0","19","CDC"
"Liberia","CASES","Total","Cumulative","0","19","CDC"
"Liberia","DEATHS","Total","Cumulative","0","19","CDC"
"Sierra Leone","CASES","Total","Cumulative","0","19","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","0","19","CDC"
"Guinea","CASES","Total","Cumulative","0","20","CDC"
"Guinea","DEATHS","Total","Cumulative","0","20","CDC"
"Liberia","CASES","Total","Cumulative","0","20","CDC"
"Liberia","DEATHS","Total","Cumulative","0","20","CDC"
"Sierra Leone","CASES","Total","Cumulative","0","20","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","0","20","CDC"
"Guinea","CASES","Total","Cumulative","0","21","CDC"
"Guinea","DEATHS","Total","Cumulative","0","21","CDC"
"Liberia","CASES","Total","Cumulative","0","21","CDC"
"Liberia","DEATHS","Total","Cumulative","0","21","CDC"
"Sierra Leone","CASES","Total","Cumulative","0","21","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","0","21","CDC"
"Guinea","CASES","Total","Cumulative","0","22","CDC"
"Guinea","DEATHS","Total","Cumulative","0","22","CDC"
"Liberia","CASES","Total","Cumulative","0","22","CDC"
"Liberia","DEATHS","Total","Cumulative","0","22","CDC"
"Sierra Leone","CASES","Total","Cumulative","0","22","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","0","22","CDC"
"Guinea","CASES","Total","Cumulative","0","23","CDC"
"Guinea","DEATHS","Total","Cumulative","0","23","CDC"
"Liberia","CASES","Total","Cumulative","0","23","CDC"
"Liberia","DEATHS","Total","Cumulative","0","23","CDC"
"Sierra Leone","CASES","Total","Cumulative","0","23","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","0","23","CDC"
"Guinea","CASES","Total","Cumulative","86","24","CDC"
"Guinea","DEATHS","Total","Cumulative","59","24","CDC"
"Liberia","CASES","Total","Cumulative","0","24","CDC"
"Liberia","DEATHS","Total","Cumulative","0","24","CDC"
"Sierra Leone","CASES","Total","Cumulative","0","24","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","0","24","CDC"
"Guinea","CASES","Total","Cumulative","86","25","CDC"
"Guinea","DEATHS","Total","Cumulative","60","25","CDC"
"Liberia","CASES","Total","Cumulative","0","25","CDC"
"Liberia","DEATHS","Total","Cumulative","0","25","CDC"
"Sierra Leone","CASES","Total","Cumulative","0","25","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","0","25","CDC"
"Guinea","CASES","Total","Cumulative","103","26","CDC"
"Guinea","DEATHS","Total","Cumulative","66","26","CDC"
"Liberia","CASES","Total","Cumulative","8","26","CDC"
"Liberia","DEATHS","Total","Cumulative","6","26","CDC"
"Sierra Leone","CASES","Total","Cumulative","6","26","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","5","26","CDC"
"Guinea","CASES","Total","Cumulative","112","30","CDC"
"Guinea","DEATHS","Total","Cumulative","70","30","CDC"
"Liberia","CASES","Total","Cumulative","8","30","CDC"
"Liberia","DEATHS","Total","Cumulative","6","30","CDC"
"Sierra Leone","CASES","Total","Cumulative","0","30","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","0","30","CDC"
"Guinea","CASES","Total","Cumulative","122","31","CDC"
"Guinea","DEATHS","Total","Cumulative","80","31","CDC"
"Liberia","CASES","Total","Cumulative","8","31","CDC"
"Liberia","DEATHS","Total","Cumulative","2","31","CDC"
"Sierra Leone","CASES","Total","Cumulative","0","31","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","0","31","CDC"
"Guinea","CASES","Total","Cumulative","127","32","CDC"
"Guinea","DEATHS","Total","Cumulative","83","32","CDC"
"Liberia","CASES","Total","Cumulative","8","32","CDC"
"Liberia","DEATHS","Total","Cumulative","5","32","CDC"
"Sierra Leone","CASES","Total","Cumulative","0","32","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","0","32","CDC"
"Guinea","CASES","Total","Cumulative","151","37","CDC"
"Guinea","DEATHS","Total","Cumulative","95","37","CDC"
"Liberia","CASES","Total","Cumulative","18","37","CDC"
"Liberia","DEATHS","Total","Cumulative","7","37","CDC"
"Sierra Leone","CASES","Total","Cumulative","0","37","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","0","37","CDC"
"Guinea","CASES","Total","Cumulative","157","40","CDC"
"Guinea","DEATHS","Total","Cumulative","101","40","CDC"
"Liberia","CASES","Total","Cumulative","22","40","CDC"
"Liberia","DEATHS","Total","Cumulative","14","40","CDC"
"Sierra Leone","CASES","Total","Cumulative","0","40","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","0","40","CDC"
"Guinea","CASES","Total","Cumulative","197","47","CDC"
"Guinea","DEATHS","Total","Cumulative","122","47","CDC"
"Liberia","CASES","Total","Cumulative","27","47","CDC"
"Liberia","DEATHS","Total","Cumulative","13","47","CDC"
"Sierra Leone","CASES","Total","Cumulative","0","47","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","0","47","CDC"
"Guinea","CASES","Total","Cumulative","203","51","CDC"
"Guinea","DEATHS","Total","Cumulative","129","51","CDC"
"Liberia","CASES","Total","Cumulative","27","51","CDC"
"Liberia","DEATHS","Total","Cumulative","13","51","CDC"
"Sierra Leone","CASES","Total","Cumulative","0","51","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","0","51","CDC"
"Guinea","CASES","Total","Cumulative","208","53","CDC"
"Guinea","DEATHS","Total","Cumulative","136","53","CDC"
"Liberia","CASES","Total","Cumulative","34","53","CDC"
"Liberia","DEATHS","Total","Cumulative","11","53","CDC"
"Sierra Leone","CASES","Total","Cumulative","0","53","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","0","53","CDC"
"Guinea","CASES","Total","Cumulative","221","60","CDC"
"Guinea","DEATHS","Total","Cumulative","146","60","CDC"
"Liberia","CASES","Total","Cumulative","13","60","CDC"
"Liberia","DEATHS","Total","Cumulative","11","60","CDC"
"Sierra Leone","CASES","Total","Cumulative","0","60","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","0","60","CDC"
"Guinea","CASES","Total","Cumulative","231","65","CDC"
"Guinea","DEATHS","Total","Cumulative","155","65","CDC"
"Liberia","CASES","Total","Cumulative","13","65","CDC"
"Liberia","DEATHS","Total","Cumulative","11","65","CDC"
"Sierra Leone","CASES","Total","Cumulative","0","65","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","0","65","CDC"
"Guinea","CASES","Total","Cumulative","233","74","CDC"
"Guinea","DEATHS","Total","Cumulative","157","74","CDC"
"Liberia","CASES","Total","Cumulative","12","74","CDC"
"Liberia","DEATHS","Total","Cumulative","11","74","CDC"
"Sierra Leone","CASES","Total","Cumulative","0","74","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","0","74","CDC"
"Guinea","CASES","Total","Cumulative","258","83","CDC"
"Guinea","DEATHS","Total","Cumulative","174","83","CDC"
"Liberia","CASES","Total","Cumulative","12","83","CDC"
"Liberia","DEATHS","Total","Cumulative","9","83","CDC"
"Sierra Leone","CASES","Total","Cumulative","0","83","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","0","83","CDC"
"Guinea","CASES","Total","Cumulative","258","87","CDC"
"Guinea","DEATHS","Total","Cumulative","174","87","CDC"
"Liberia","CASES","Total","Cumulative","12","87","CDC"
"Liberia","DEATHS","Total","Cumulative","9","87","CDC"
"Sierra Leone","CASES","Total","Cumulative","1","87","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","4","87","CDC"
"Guinea","CASES","Total","Cumulative","281","88","CDC"
"Guinea","DEATHS","Total","Cumulative","186","88","CDC"
"Liberia","CASES","Total","Cumulative","12","88","CDC"
"Liberia","DEATHS","Total","Cumulative","9","88","CDC"
"Sierra Leone","CASES","Total","Cumulative","16","88","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","5","88","CDC"
"Guinea","CASES","Total","Cumulative","291","93","CDC"
"Guinea","DEATHS","Total","Cumulative","193","93","CDC"
"Liberia","CASES","Total","Cumulative","13","93","CDC"
"Liberia","DEATHS","Total","Cumulative","9","93","CDC"
"Sierra Leone","CASES","Total","Cumulative","50","93","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","6","93","CDC"
"Guinea","CASES","Total","Cumulative","344","96","CDC"
"Guinea","DEATHS","Total","Cumulative","215","96","CDC"
"Liberia","CASES","Total","Cumulative","13","96","CDC"
"Liberia","DEATHS","Total","Cumulative","9","96","CDC"
"Sierra Leone","CASES","Total","Cumulative","81","96","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","7","96","CDC"
"Guinea","CASES","Total","Cumulative","372","101","CDC"
"Guinea","DEATHS","Total","Cumulative","236","101","CDC"
"Liberia","CASES","Total","Cumulative","15","101","CDC"
"Liberia","DEATHS","Total","Cumulative","10","101","CDC"
"Sierra Leone","CASES","Total","Cumulative","89","101","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","7","101","CDC"
"Guinea","CASES","Total","Cumulative","376","102","CDC"
"Guinea","DEATHS","Total","Cumulative","241","102","CDC"
"Liberia","CASES","Total","Cumulative","15","102","CDC"
"Liberia","DEATHS","Total","Cumulative","10","102","CDC"
"Sierra Leone","CASES","Total","Cumulative","117","102","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","19","102","CDC"
"Guinea","CASES","Total","Cumulative","398","109","CDC"
"Guinea","DEATHS","Total","Cumulative","264","109","CDC"
"Liberia","CASES","Total","Cumulative","33","109","CDC"
"Liberia","DEATHS","Total","Cumulative","24","109","CDC"
"Sierra Leone","CASES","Total","Cumulative","97","109","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","49","109","CDC"
"Guinea","CASES","Total","Cumulative","390","115","CDC"
"Guinea","DEATHS","Total","Cumulative","270","115","CDC"
"Liberia","CASES","Total","Cumulative","51","115","CDC"
"Liberia","DEATHS","Total","Cumulative","34","115","CDC"
"Sierra Leone","CASES","Total","Cumulative","158","115","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","34","115","CDC"
"Guinea","CASES","Total","Cumulative","413","123","CDC"
"Guinea","DEATHS","Total","Cumulative","303","123","CDC"
"Liberia","CASES","Total","Cumulative","107","123","CDC"
"Liberia","DEATHS","Total","Cumulative","65","123","CDC"
"Sierra Leone","CASES","Total","Cumulative","239","123","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","99","123","CDC"
"Guinea","CASES","Total","Cumulative","412","128","CDC"
"Guinea","DEATHS","Total","Cumulative","305","128","CDC"
"Liberia","CASES","Total","Cumulative","115","128","CDC"
"Liberia","DEATHS","Total","Cumulative","75","128","CDC"
"Sierra Leone","CASES","Total","Cumulative","252","128","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","101","128","CDC"
"Guinea","CASES","Total","Cumulative","408","129","CDC"
"Guinea","DEATHS","Total","Cumulative","307","129","CDC"
"Liberia","CASES","Total","Cumulative","131","129","CDC"
"Liberia","DEATHS","Total","Cumulative","84","129","CDC"
"Sierra Leone","CASES","Total","Cumulative","305","129","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","127","129","CDC"
"Guinea","CASES","Total","Cumulative","409","135","CDC"
"Guinea","DEATHS","Total","Cumulative","309","135","CDC"
"Liberia","CASES","Total","Cumulative","142","135","CDC"
"Liberia","DEATHS","Total","Cumulative","88","135","CDC"
"Sierra Leone","CASES","Total","Cumulative","337","135","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","142","135","CDC"
"Guinea","CASES","Total","Cumulative","406","137","CDC"
"Guinea","DEATHS","Total","Cumulative","304","137","CDC"
"Liberia","CASES","Total","Cumulative","172","137","CDC"
"Liberia","DEATHS","Total","Cumulative","105","137","CDC"
"Sierra Leone","CASES","Total","Cumulative","386","137","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","192","137","CDC"
"Guinea","CASES","Total","Cumulative","410","142","CDC"
"Guinea","DEATHS","Total","Cumulative","310","142","CDC"
"Liberia","CASES","Total","Cumulative","196","142","CDC"
"Liberia","DEATHS","Total","Cumulative","116","142","CDC"
"Sierra Leone","CASES","Total","Cumulative","442","142","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","206","142","CDC"
"Guinea","CASES","Total","Cumulative","415","145","CDC"
"Guinea","DEATHS","Total","Cumulative","314","145","CDC"
"Liberia","CASES","Total","Cumulative","224","145","CDC"
"Liberia","DEATHS","Total","Cumulative","127","145","CDC"
"Sierra Leone","CASES","Total","Cumulative","454","145","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","219","145","CDC"
"Guinea","CASES","Total","Cumulative","427","149","CDC"
"Guinea","DEATHS","Total","Cumulative","319","149","CDC"
"Liberia","CASES","Total","Cumulative","249","149","CDC"
"Liberia","DEATHS","Total","Cumulative","129","149","CDC"
"Sierra Leone","CASES","Total","Cumulative","525","149","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","224","149","CDC"
"Guinea","CASES","Total","Cumulative","460","152","CDC"
"Guinea","DEATHS","Total","Cumulative","339","152","CDC"
"Liberia","CASES","Total","Cumulative","329","152","CDC"
"Liberia","DEATHS","Total","Cumulative","156","152","CDC"
"Sierra Leone","CASES","Total","Cumulative","533","152","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","233","152","CDC"
"Guinea","CASES","Total","Cumulative","472","155","CDC"
"Guinea","DEATHS","Total","Cumulative","346","155","CDC"
"Liberia","CASES","Total","Cumulative","391","155","CDC"
"Liberia","DEATHS","Total","Cumulative","227","155","CDC"
"Sierra Leone","CASES","Total","Cumulative","574","155","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","252","155","CDC"
"Guinea","CASES","Total","Cumulative","485","156","CDC"
"Guinea","DEATHS","Total","Cumulative","358","156","CDC"
"Liberia","CASES","Total","Cumulative","486","156","CDC"
"Liberia","DEATHS","Total","Cumulative","255","156","CDC"
"Sierra Leone","CASES","Total","Cumulative","646","156","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","273","156","CDC"
"Guinea","CASES","Total","Cumulative","495","160","CDC"
"Guinea","DEATHS","Total","Cumulative","367","160","CDC"
"Liberia","CASES","Total","Cumulative","554","160","CDC"
"Liberia","DEATHS","Total","Cumulative","294","160","CDC"
"Sierra Leone","CASES","Total","Cumulative","717","160","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","298","160","CDC"
"Guinea","CASES","Total","Cumulative","506","164","CDC"
"Guinea","DEATHS","Total","Cumulative","373","164","CDC"
"Liberia","CASES","Total","Cumulative","599","164","CDC"
"Liberia","DEATHS","Total","Cumulative","323","164","CDC"
"Sierra Leone","CASES","Total","Cumulative","730","164","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","315","164","CDC"
"Guinea","CASES","Total","Cumulative","510","165","CDC"
"Guinea","DEATHS","Total","Cumulative","377","165","CDC"
"Liberia","CASES","Total","Cumulative","670","165","CDC"
"Liberia","DEATHS","Total","Cumulative","355","165","CDC"
"Sierra Leone","CASES","Total","Cumulative","783","165","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","334","165","CDC"
"Guinea","CASES","Total","Cumulative","519","167","CDC"
"Guinea","DEATHS","Total","Cumulative","380","167","CDC"
"Liberia","CASES","Total","Cumulative","786","167","CDC"
"Liberia","DEATHS","Total","Cumulative","348","167","CDC"
"Sierra Leone","CASES","Total","Cumulative","810","167","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","348","167","CDC"
"Guinea","CASES","Total","Cumulative","543","171","CDC"
"Guinea","DEATHS","Total","Cumulative","394","171","CDC"
"Liberia","CASES","Total","Cumulative","834","171","CDC"
"Liberia","DEATHS","Total","Cumulative","466","171","CDC"
"Sierra Leone","CASES","Total","Cumulative","848","171","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","365","171","CDC"
"Guinea","CASES","Total","Cumulative","579","173","CDC"
"Guinea","DEATHS","Total","Cumulative","396","173","CDC"
"Liberia","CASES","Total","Cumulative","972","173","CDC"
"Liberia","DEATHS","Total","Cumulative","576","173","CDC"
"Sierra Leone","CASES","Total","Cumulative","907","173","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","374","173","CDC"
"Guinea","CASES","Total","Cumulative","607","174","CDC"
"Guinea","DEATHS","Total","Cumulative","406","174","CDC"
"Liberia","CASES","Total","Cumulative","1082","174","CDC"
"Liberia","DEATHS","Total","Cumulative","624","174","CDC"
"Sierra Leone","CASES","Total","Cumulative","910","174","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","392","174","CDC"
"Guinea","CASES","Total","Cumulative","648","180","CDC"
"Guinea","DEATHS","Total","Cumulative","430","180","CDC"
"Liberia","CASES","Total","Cumulative","1378","180","CDC"
"Liberia","DEATHS","Total","Cumulative","694","180","CDC"
"Sierra Leone","CASES","Total","Cumulative","1026","180","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","422","180","CDC"
"Guinea","CASES","Total","Cumulative","812","189","CDC"
"Guinea","DEATHS","Total","Cumulative","517","189","CDC"
"Liberia","CASES","Total","Cumulative","1871","189","CDC"
"Liberia","DEATHS","Total","Cumulative","1089","189","CDC"
"Sierra Leone","CASES","Total","Cumulative","1261","189","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","491","189","CDC"
"Guinea","CASES","Total","Cumulative","862","191","CDC"
"Guinea","DEATHS","Total","Cumulative","555","191","CDC"
"Liberia","CASES","Total","Cumulative","2046","191","CDC"
"Liberia","DEATHS","Total","Cumulative","1224","191","CDC"
"Sierra Leone","CASES","Total","Cumulative","1361","191","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","509","191","CDC"
"Guinea","CASES","Total","Cumulative","861","195","CDC"
"Guinea","DEATHS","Total","Cumulative","557","195","CDC"
"Liberia","CASES","Total","Cumulative","2081","195","CDC"
"Liberia","DEATHS","Total","Cumulative","1137","195","CDC"
"Sierra Leone","CASES","Total","Cumulative","1424","195","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","524","195","CDC"
"Guinea","CASES","Total","Cumulative","936","199","CDC"
"Guinea","DEATHS","Total","Cumulative","595","199","CDC"
"Liberia","CASES","Total","Cumulative","2407","199","CDC"
"Liberia","DEATHS","Total","Cumulative","1296","199","CDC"
"Sierra Leone","CASES","Total","Cumulative","1620","199","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","562","199","CDC"
"Guinea","CASES","Total","Cumulative","942","201","CDC"
"Guinea","DEATHS","Total","Cumulative","601","201","CDC"
"Liberia","CASES","Total","Cumulative","2710","201","CDC"
"Liberia","DEATHS","Total","Cumulative","1459","201","CDC"
"Sierra Leone","CASES","Total","Cumulative","1673","201","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","562","201","CDC"
"Guinea","CASES","Total","Cumulative","1008","205","CDC"
"Guinea","DEATHS","Total","Cumulative","632","205","CDC"
"Liberia","CASES","Total","Cumulative","3022","205","CDC"
"Liberia","DEATHS","Total","Cumulative","1578","205","CDC"
"Sierra Leone","CASES","Total","Cumulative","1813","205","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","593","205","CDC"
"Guinea","CASES","Total","Cumulative","1022","207","CDC"
"Guinea","DEATHS","Total","Cumulative","635","207","CDC"
"Liberia","CASES","Total","Cumulative","3280","207","CDC"
"Liberia","DEATHS","Total","Cumulative","1677","207","CDC"
"Sierra Leone","CASES","Total","Cumulative","1940","207","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","597","207","CDC"
"Guinea","CASES","Total","Cumulative","1074","209","CDC"
"Guinea","DEATHS","Total","Cumulative","648","209","CDC"
"Liberia","CASES","Total","Cumulative","3458","209","CDC"
"Liberia","DEATHS","Total","Cumulative","1830","209","CDC"
"Sierra Leone","CASES","Total","Cumulative","2021","209","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","605","209","CDC"
"Guinea","CASES","Total","Cumulative","1157","214","CDC"
"Guinea","DEATHS","Total","Cumulative","710","214","CDC"
"Liberia","CASES","Total","Cumulative","3696","214","CDC"
"Liberia","DEATHS","Total","Cumulative","1998","214","CDC"
"Sierra Leone","CASES","Total","Cumulative","2304","214","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","622","214","CDC"
"Guinea","CASES","Total","Cumulative","1199","216","CDC"
"Guinea","DEATHS","Total","Cumulative","739","216","CDC"
"Liberia","CASES","Total","Cumulative","3834","216","CDC"
"Liberia","DEATHS","Total","Cumulative","2069","216","CDC"
"Sierra Leone","CASES","Total","Cumulative","2437","216","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","623","216","CDC"
"Guinea","CASES","Total","Cumulative","1298","221","CDC"
"Guinea","DEATHS","Total","Cumulative","768","221","CDC"
"Liberia","CASES","Total","Cumulative","3924","221","CDC"
"Liberia","DEATHS","Total","Cumulative","2210","221","CDC"
"Sierra Leone","CASES","Total","Cumulative","2789","221","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","879","221","CDC"
"Guinea","CASES","Total","Cumulative","1350","223","CDC"
"Guinea","DEATHS","Total","Cumulative","778","223","CDC"
"Liberia","CASES","Total","Cumulative","4076","223","CDC"
"Liberia","DEATHS","Total","Cumulative","2316","223","CDC"
"Sierra Leone","CASES","Total","Cumulative","2950","223","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","930","223","CDC"
"Guinea","CASES","Total","Cumulative","1472","228","CDC"
"Guinea","DEATHS","Total","Cumulative","843","228","CDC"
"Liberia","CASES","Total","Cumulative","4249","228","CDC"
"Liberia","DEATHS","Total","Cumulative","2458","228","CDC"
"Sierra Leone","CASES","Total","Cumulative","3252","228","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","1183","228","CDC"
"Guinea","CASES","Total","Cumulative","1519","230","CDC"
"Guinea","DEATHS","Total","Cumulative","862","230","CDC"
"Liberia","CASES","Total","Cumulative","4262","230","CDC"
"Liberia","DEATHS","Total","Cumulative","2484","230","CDC"
"Sierra Leone","CASES","Total","Cumulative","3410","230","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","1200","230","CDC"
"Guinea","CASES","Total","Cumulative","1540","235","CDC"
"Guinea","DEATHS","Total","Cumulative","904","235","CDC"
"Liberia","CASES","Total","Cumulative","4665","235","CDC"
"Liberia","DEATHS","Total","Cumulative","2705","235","CDC"
"Sierra Leone","CASES","Total","Cumulative","3706","235","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","1359","235","CDC"
"Guinea","CASES","Total","Cumulative","1553","238","CDC"
"Guinea","DEATHS","Total","Cumulative","926","238","CDC"
"Liberia","CASES","Total","Cumulative","4665","238","CDC"
"Liberia","DEATHS","Total","Cumulative","2705","238","CDC"
"Sierra Leone","CASES","Total","Cumulative","3896","238","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","1281","238","CDC"
"Guinea","CASES","Total","Cumulative","1906","242","CDC"
"Guinea","DEATHS","Total","Cumulative","997","242","CDC"
"Liberia","CASES","Total","Cumulative","6535","242","CDC"
"Liberia","DEATHS","Total","Cumulative","2413","242","CDC"
"Sierra Leone","CASES","Total","Cumulative","5235","242","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","1500","242","CDC"
"Guinea","CASES","Total","Cumulative","1667","244","CDC"
"Guinea","DEATHS","Total","Cumulative","1018","244","CDC"
"Liberia","CASES","Total","Cumulative","6535","244","CDC"
"Liberia","DEATHS","Total","Cumulative","2413","244","CDC"
"Sierra Leone","CASES","Total","Cumulative","5338","244","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","1510","244","CDC"
"Guinea","CASES","Total","Cumulative","1731","249","CDC"
"Guinea","DEATHS","Total","Cumulative","1041","249","CDC"
"Liberia","CASES","Total","Cumulative","6525","249","CDC"
"Liberia","DEATHS","Total","Cumulative","2697","249","CDC"
"Sierra Leone","CASES","Total","Cumulative","4759","249","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","1070","249","CDC"
"Guinea","CASES","Total","Cumulative","1760","251","CDC"
"Guinea","DEATHS","Total","Cumulative","1054","251","CDC"
"Liberia","CASES","Total","Cumulative","6619","251","CDC"
"Liberia","DEATHS","Total","Cumulative","2766","251","CDC"
"Sierra Leone","CASES","Total","Cumulative","4862","251","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","1130","251","CDC"
"Guinea","CASES","Total","Cumulative","1878","256","CDC"
"Guinea","DEATHS","Total","Cumulative","1142","256","CDC"
"Liberia","CASES","Total","Cumulative","6822","256","CDC"
"Liberia","DEATHS","Total","Cumulative","2836","256","CDC"
"Sierra Leone","CASES","Total","Cumulative","5368","256","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","1169","256","CDC"
"Guinea","CASES","Total","Cumulative","1919","258","CDC"
"Guinea","DEATHS","Total","Cumulative","1166","258","CDC"
"Liberia","CASES","Total","Cumulative","6878","258","CDC"
"Liberia","DEATHS","Total","Cumulative","2812","258","CDC"
"Sierra Leone","CASES","Total","Cumulative","5586","258","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","1187","258","CDC"
"Guinea","CASES","Total","Cumulative","1971","263","CDC"
"Guinea","DEATHS","Total","Cumulative","1192","263","CDC"
"Liberia","CASES","Total","Cumulative","7069","263","CDC"
"Liberia","DEATHS","Total","Cumulative","2964","263","CDC"
"Sierra Leone","CASES","Total","Cumulative","6073","263","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","1250","263","CDC"
"Guinea","CASES","Total","Cumulative","2047","265","CDC"
"Guinea","DEATHS","Total","Cumulative","1214","265","CDC"
"Liberia","CASES","Total","Cumulative","7082","265","CDC"
"Liberia","DEATHS","Total","Cumulative","2963","265","CDC"
"Sierra Leone","CASES","Total","Cumulative","6190","265","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","1267","265","CDC"
"Guinea","CASES","Total","Cumulative","2134","270","CDC"
"Guinea","DEATHS","Total","Cumulative","1260","270","CDC"
"Liberia","CASES","Total","Cumulative","7168","270","CDC"
"Liberia","DEATHS","Total","Cumulative","3016","270","CDC"
"Sierra Leone","CASES","Total","Cumulative","6599","270","CDC"
"Sierra Leone","DEATHS","Total","Cumulative","1398","270","CDC"
"Guinea","CASES","Total","Cumulative","2155","272","CDC"
