"COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","EBOLA_MEASURE (CODE)","EBOLA_MEASURE (DISPLAY)","EBOLA_MEASURE (URL)","CASE_DEFINITION (CODE)","CASE_DEFINITION (DISPLAY)","CASE_DEFINITION (URL)","EPI_WEEK (CODE)","EPI_WEEK (DISPLAY)","EPI_WEEK (URL)","INDICATOR_TYPE (CODE)","INDICATOR_TYPE (DISPLAY)","INDICATOR_TYPE (URL)","DATAPACKAGEID (CODE)","DATAPACKAGEID (DISPLAY)","DATAPACKAGEID (URL)","Display Value","Numeric","Low","High","Comments"
"SLE","Sierra Leone","","DEATHS","Number of deaths","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2015-01-20","Data package 2015-01-20","","2015-01-18","18 January 2015","","2779","2779.00000","0.00000","0.00000",""
"SLE","Sierra Leone","","DEATHS","Number of deaths","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2015-01-20","Data package 2015-01-20","","2015-01-18","18 January 2015","","208","208.00000","0.00000","0.00000",""
"SLE","Sierra Leone","","DEATHS","Number of deaths","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2015-01-20","Data package 2015-01-20","","2015-01-18","18 January 2015","","158","158.00000","0.00000","0.00000",""
"UNSPECIFIED","All countries","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-20","Data package 2015-01-20","","","","","21 689","21689.00000","","","This total only includes the high transmission countries (Guinea/Liberia/Sierra Leone)"
"UNSPECIFIED","All countries","","DEATHS","Number of deaths","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-20","Data package 2015-01-20","","","","","8626","8626.00000","","","This total only includes the high transmission countries (Guinea/Liberia/Sierra Leone)"
"COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","EBOLA_MEASURE (CODE)","EBOLA_MEASURE (DISPLAY)","EBOLA_MEASURE (URL)","CASE_DEFINITION (CODE)","CASE_DEFINITION (DISPLAY)","CASE_DEFINITION (URL)","INDICATOR_TYPE (CODE)","INDICATOR_TYPE (DISPLAY)","INDICATOR_TYPE (URL)","DATAPACKAGEID (CODE)","DATAPACKAGEID (DISPLAY)","DATAPACKAGEID (URL)","EPI_DATE (CODE)","EPI_DATE (DISPLAY)","EPI_DATE (URL)","Display Value","Numeric","Low","High","Comments"
"GIN","Guinea","","CASES","Number of cases","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2015-01-21","Data package 2015-01-21","","2015-01-18","18 January 2015","","2539","2539.00000","","",""
"GIN","Guinea","","CASES","Number of cases","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2015-01-21","Data package 2015-01-21","","2015-01-18","18 January 2015","","319","319.00000","","",""
"GIN","Guinea","","CASES","Number of cases","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2015-01-21","Data package 2015-01-21","","2015-01-18","18 January 2015","","13","13.00000","","",""
"GIN","Guinea","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-21","Data package 2015-01-21","","2015-01-18","18 January 2015","","2871","2871.00000","","",""
"GIN","Guinea","","CASES","Number of cases","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE_21_DAYS","In past 21 days","","2015-01-21","Data package 2015-01-21","","2015-01-18","18 January 2015","","136","136.00000","","",""
"GIN","Guinea","","CASES","Number of cases","","PROBABLE","Probable","","SITREP_CUMULATIVE_21_DAYS","In past 21 days","","2015-01-21","Data package 2015-01-21","","2015-01-18","18 January 2015","","Not reported","","","","Not reported due to the high proportion of probable and suspected cases that are reclassified."
"GIN","Guinea","","CASES","Number of cases","","SUSPECTED","Suspected","","SITREP_CUMULATIVE_21_DAYS","In past 21 days","","2015-01-21","Data package 2015-01-21","","2015-01-18","18 January 2015","","Not reported","","","","Not reported due to the high proportion of probable and suspected cases that are reclassified."
"GIN","Guinea","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE_21_DAYS","In past 21 days","","2015-01-21","Data package 2015-01-21","","2015-01-18","18 January 2015","","136","136.00000","","",""
"GIN","Guinea","","DEATHS","Number of deaths","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2015-01-21","Data package 2015-01-21","","2015-01-18","18 January 2015","","1557","1557.00000","","",""
"GIN","Guinea","","DEATHS","Number of deaths","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2015-01-21","Data package 2015-01-21","","2015-01-18","18 January 2015","","319","319.00000","","",""
"GIN","Guinea","","DEATHS","Number of deaths","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2015-01-21","Data package 2015-01-21","","2015-01-18","18 January 2015","","Data not available.","","","","Data not available."
"GIN","Guinea","","DEATHS","Number of deaths","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-21","Data package 2015-01-21","","2015-01-18","18 January 2015","","1876","1876.00000","","",""
"LBR","Liberia","","CASES","Number of cases","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2015-01-21","Data package 2015-01-21","","2015-01-18","18 January 2015","","3135","3135.00000","","",""
"LBR","Liberia","","CASES","Number of cases","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2015-01-21","Data package 2015-01-21","","2015-01-18","18 January 2015","","1854","1854.00000","","",""
"LBR","Liberia","","CASES","Number of cases","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2015-01-21","Data package 2015-01-21","","2015-01-18","18 January 2015","","3489","3489.00000","","",""
"LBR","Liberia","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-21","Data package 2015-01-21","","2015-01-18","18 January 2015","","8478","8478.00000","","",""
"LBR","Liberia","","CASES","Number of cases","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE_21_DAYS","In past 21 days","","2015-01-21","Data package 2015-01-21","","2015-01-18","18 January 2015","","25","25.00000","","",""
"LBR","Liberia","","CASES","Number of cases","","PROBABLE","Probable","","SITREP_CUMULATIVE_21_DAYS","In past 21 days","","2015-01-21","Data package 2015-01-21","","2015-01-18","18 January 2015","","Not reported","","","","Not reported due to the high proportion of probable and suspected cases that are reclassified."
"LBR","Liberia","","CASES","Number of cases","","SUSPECTED","Suspected","","SITREP_CUMULATIVE_21_DAYS","In past 21 days","","2015-01-21","Data package 2015-01-21","","2015-01-18","18 January 2015","","Not reported","","","","Not reported due to the high proportion of probable and suspected cases that are reclassified."
"LBR","Liberia","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE_21_DAYS","In past 21 days","","2015-01-21","Data package 2015-01-21","","2015-01-18","18 January 2015","","25","25.00000","","",""
"LBR","Liberia","","DEATHS","Number of deaths","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2015-01-21","Data package 2015-01-21","","2015-01-18","18 January 2015","","Data not available.","","","","Data not available."
"LBR","Liberia","","DEATHS","Number of deaths","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2015-01-21","Data package 2015-01-21","","2015-01-18","18 January 2015","","Data not available.","","","","Data not available."
"LBR","Liberia","","DEATHS","Number of deaths","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2015-01-21","Data package 2015-01-21","","2015-01-18","18 January 2015","","Data not available.","","","","Data not available."
"LBR","Liberia","","DEATHS","Number of deaths","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-21","Data package 2015-01-21","","2015-01-18","18 January 2015","","3605","3605.00000","","",""
"SLE","Sierra Leone","","CASES","Number of cases","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2015-01-21","Data package 2015-01-21","","2015-01-18","18 January 2015","","7903","7903.00000","","",""
"SLE","Sierra Leone","","CASES","Number of cases","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2015-01-21","Data package 2015-01-21","","2015-01-18","18 January 2015","","287","287.00000","","",""
"SLE","Sierra Leone","","CASES","Number of cases","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2015-01-21","Data package 2015-01-21","","2015-01-18","18 January 2015","","2150","2150.00000","","",""
"SLE","Sierra Leone","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-21","Data package 2015-01-21","","2015-01-18","18 January 2015","","10 340","10340.00000","","",""
"SLE","Sierra Leone","","CASES","Number of cases","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE_21_DAYS","In past 21 days","","2015-01-21","Data package 2015-01-21","","2015-01-18","18 January 2015","","549","549.00000","","",""
"SLE","Sierra Leone","","CASES","Number of cases","","PROBABLE","Probable","","SITREP_CUMULATIVE_21_DAYS","In past 21 days","","2015-01-21","Data package 2015-01-21","","2015-01-18","18 January 2015","","Not reported","","","","Not reported due to the high proportion of probable and suspected cases that are reclassified."
"SLE","Sierra Leone","","CASES","Number of cases","","SUSPECTED","Suspected","","SITREP_CUMULATIVE_21_DAYS","In past 21 days","","2015-01-21","Data package 2015-01-21","","2015-01-18","18 January 2015","","Not reported","","","","Not reported due to the high proportion of probable and suspected cases that are reclassified."
"SLE","Sierra Leone","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE_21_DAYS","In past 21 days","","2015-01-21","Data package 2015-01-21","","2015-01-18","18 January 2015","","549","549.00000","","",""
"SLE","Sierra Leone","","DEATHS","Number of deaths","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2015-01-21","Data package 2015-01-21","","2015-01-18","18 January 2015","","2779","2779.00000","","",""
"SLE","Sierra Leone","","DEATHS","Number of deaths","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2015-01-21","Data package 2015-01-21","","2015-01-18","18 January 2015","","208","208.00000","","",""
"SLE","Sierra Leone","","DEATHS","Number of deaths","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2015-01-21","Data package 2015-01-21","","2015-01-18","18 January 2015","","158","158.00000","","",""
"SLE","Sierra Leone","","DEATHS","Number of deaths","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-21","Data package 2015-01-21","","2015-01-18","18 January 2015","","3145","3145.00000","","",""
"UNSPECIFIED","All countries","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-21","Data package 2015-01-21","","","","","21 689","21689.00000","","",""
"UNSPECIFIED","All countries","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE_21_DAYS","In past 21 days","","2015-01-21","Data package 2015-01-21","","","","","710","710.00000","","",""
"UNSPECIFIED","All countries","","DEATHS","Number of deaths","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-21","Data package 2015-01-21","","","","","8626","8626.00000","","",""
"COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","EBOLA_MEASURE (CODE)","EBOLA_MEASURE (DISPLAY)","EBOLA_MEASURE (URL)","CASE_DEFINITION (CODE)","CASE_DEFINITION (DISPLAY)","CASE_DEFINITION (URL)","INDICATOR_TYPE (CODE)","INDICATOR_TYPE (DISPLAY)","INDICATOR_TYPE (URL)","DATAPACKAGEID (CODE)","DATAPACKAGEID (DISPLAY)","DATAPACKAGEID (URL)","EPI_DATE (CODE)","EPI_DATE (DISPLAY)","EPI_DATE (URL)","Display Value","Numeric","Low","High","Comments"
"GIN","Guinea","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-22","Data package 2015-01-22","","2015-01-19","19 January 2015","","2873","2873.00000","0.00000","0.00000",""
"GIN","Guinea","","CASES","Number of cases","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2015-01-22","Data package 2015-01-22","","2015-01-19","19 January 2015","","2542","2542.00000","0.00000","0.00000",""
"GIN","Guinea","","CASES","Number of cases","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2015-01-22","Data package 2015-01-22","","2015-01-19","19 January 2015","","319","319.00000","0.00000","0.00000",""
"GIN","Guinea","","CASES","Number of cases","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2015-01-22","Data package 2015-01-22","","2015-01-19","19 January 2015","","12","12.00000","0.00000","0.00000",""
"GIN","Guinea","","DEATHS","Number of deaths","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-22","Data package 2015-01-22","","2015-01-19","19 January 2015","","1879","1879.00000","0.00000","0.00000",""
"GIN","Guinea","","DEATHS","Number of deaths","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2015-01-22","Data package 2015-01-22","","2015-01-19","19 January 2015","","1560","1560.00000","0.00000","0.00000",""
"GIN","Guinea","","DEATHS","Number of deaths","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2015-01-22","Data package 2015-01-22","","2015-01-19","19 January 2015","","319","319.00000","0.00000","0.00000",""
"GIN","Guinea","","DEATHS","Number of deaths","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2015-01-22","Data package 2015-01-22","","2015-01-19","19 January 2015","","Not available","","0.00000","0.00000","Not available"
"LBR","Liberia","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-22","Data package 2015-01-22","","2015-01-20","20 January 2015","","8524","8524.00000","0.00000","0.00000",""
"LBR","Liberia","","CASES","Number of cases","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2015-01-22","Data package 2015-01-22","","2015-01-20","20 January 2015","","3136","3136.00000","0.00000","0.00000",""
"LBR","Liberia","","CASES","Number of cases","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2015-01-22","Data package 2015-01-22","","2015-01-20","20 January 2015","","1854","1854.00000","0.00000","0.00000",""
"LBR","Liberia","","CASES","Number of cases","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2015-01-22","Data package 2015-01-22","","2015-01-20","20 January 2015","","3534","3534.00000","0.00000","0.00000",""
"LBR","Liberia","","DEATHS","Number of deaths","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-22","Data package 2015-01-22","","2015-01-20","20 January 2015","","3636","3636.00000","0.00000","0.00000",""
"LBR","Liberia","","DEATHS","Number of deaths","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2015-01-22","Data package 2015-01-22","","2015-01-20","20 January 2015","","Not available","","0.00000","0.00000","Not available"
"LBR","Liberia","","DEATHS","Number of deaths","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2015-01-22","Data package 2015-01-22","","2015-01-20","20 January 2015","","Not available","","0.00000","0.00000","Not available"
"LBR","Liberia","","DEATHS","Number of deaths","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2015-01-22","Data package 2015-01-22","","2015-01-20","20 January 2015","","Not available","","0.00000","0.00000","Not available"
"SLE","Sierra Leone","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-22","Data package 2015-01-22","","2015-01-19","19 January 2015","","10 362","10362.00000","0.00000","0.00000",""
"SLE","Sierra Leone","","CASES","Number of cases","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2015-01-22","Data package 2015-01-22","","2015-01-19","19 January 2015","","7909","7909.00000","0.00000","0.00000",""
"SLE","Sierra Leone","","CASES","Number of cases","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2015-01-22","Data package 2015-01-22","","2015-01-19","19 January 2015","","287","287.00000","0.00000","0.00000",""
"SLE","Sierra Leone","","CASES","Number of cases","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2015-01-22","Data package 2015-01-22","","2015-01-19","19 January 2015","","2166","2166.00000","0.00000","0.00000",""
"SLE","Sierra Leone","","DEATHS","Number of deaths","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-22","Data package 2015-01-22","","2015-01-19","19 January 2015","","3153","3153.00000","0.00000","0.00000",""
"SLE","Sierra Leone","","DEATHS","Number of deaths","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2015-01-22","Data package 2015-01-22","","2015-01-19","19 January 2015","","2787","2787.00000","0.00000","0.00000",""
"SLE","Sierra Leone","","DEATHS","Number of deaths","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2015-01-22","Data package 2015-01-22","","2015-01-19","19 January 2015","","208","208.00000","0.00000","0.00000",""
"SLE","Sierra Leone","","DEATHS","Number of deaths","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2015-01-22","Data package 2015-01-22","","2015-01-19","19 January 2015","","158","158.00000","0.00000","0.00000",""
"UNSPECIFIED","All countries","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-22","Data package 2015-01-22","","","","","21 759","21759.00000","","","This total only includes the high transmission countries (Guinea/Liberia/Sierra Leone)"
"UNSPECIFIED","All countries","","DEATHS","Number of deaths","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-22","Data package 2015-01-22","","","","","8668","8668.00000","","","This total only includes the high transmission countries (Guinea/Liberia/Sierra Leone)"
"COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","EBOLA_MEASURE (CODE)","EBOLA_MEASURE (DISPLAY)","EBOLA_MEASURE (URL)","CASE_DEFINITION (CODE)","CASE_DEFINITION (DISPLAY)","CASE_DEFINITION (URL)","INDICATOR_TYPE (CODE)","INDICATOR_TYPE (DISPLAY)","INDICATOR_TYPE (URL)","DATAPACKAGEID (CODE)","DATAPACKAGEID (DISPLAY)","DATAPACKAGEID (URL)","EPI_DATE (CODE)","EPI_DATE (DISPLAY)","EPI_DATE (URL)","Display Value","Numeric","Low","High","Comments"
"GIN","Guinea","","CASES","Number of cases","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2015-01-23","Data package 2015-01-23","","2015-01-20","20 January 2015","","2545","2545.00000","0.00000","0.00000",""
"GIN","Guinea","","CASES","Number of cases","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2015-01-23","Data package 2015-01-23","","2015-01-20","20 January 2015","","319","319.00000","0.00000","0.00000",""
"GIN","Guinea","","DEATHS","Number of deaths","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-23","Data package 2015-01-23","","2015-01-20","20 January 2015","","1880","1880.00000","0.00000","0.00000",""
"SLE","Sierra Leone","","CASES","Number of cases","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2015-01-23","Data package 2015-01-23","","2015-01-20","20 January 2015","","2192","2192.00000","0.00000","0.00000",""
"GIN","Guinea","","CASES","Number of cases","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2015-01-23","Data package 2015-01-23","","2015-01-20","20 January 2015","","9","9.00000","0.00000","0.00000",""
"GIN","Guinea","","DEATHS","Number of deaths","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2015-01-23","Data package 2015-01-23","","2015-01-20","20 January 2015","","1561","1561.00000","0.00000","0.00000",""
"LBR","Liberia","","CASES","Number of cases","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2015-01-23","Data package 2015-01-23","","2015-01-20","20 January 2015","","3136","3136.00000","0.00000","0.00000",""
"LBR","Liberia","","CASES","Number of cases","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2015-01-23","Data package 2015-01-23","","2015-01-20","20 January 2015","","3534","3534.00000","0.00000","0.00000",""
"LBR","Liberia","","DEATHS","Number of deaths","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2015-01-23","Data package 2015-01-23","","2015-01-20","20 January 2015","","not available","","0.00000","0.00000","not available"
"SLE","Sierra Leone","","DEATHS","Number of deaths","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-23","Data package 2015-01-23","","2015-01-20","20 January 2015","","3159","3159.00000","0.00000","0.00000",""
"GIN","Guinea","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-23","Data package 2015-01-23","","2015-01-20","20 January 2015","","2873","2873.00000","0.00000","0.00000",""
"GIN","Guinea","","DEATHS","Number of deaths","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2015-01-23","Data package 2015-01-23","","2015-01-20","20 January 2015","","319","319.00000","0.00000","0.00000",""
"SLE","Sierra Leone","","CASES","Number of cases","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2015-01-23","Data package 2015-01-23","","2015-01-20","20 January 2015","","287","287.00000","0.00000","0.00000",""
"LBR","Liberia","","DEATHS","Number of deaths","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2015-01-23","Data package 2015-01-23","","2015-01-20","20 January 2015","","not available","","0.00000","0.00000","not available"
"SLE","Sierra Leone","","DEATHS","Number of deaths","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2015-01-23","Data package 2015-01-23","","2015-01-20","20 January 2015","","208","208.00000","0.00000","0.00000",""
"LBR","Liberia","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-23","Data package 2015-01-23","","2015-01-20","20 January 2015","","8524","8524.00000","0.00000","0.00000",""
"LBR","Liberia","","CASES","Number of cases","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2015-01-23","Data package 2015-01-23","","2015-01-20","20 January 2015","","1854","1854.00000","0.00000","0.00000",""
"LBR","Liberia","","DEATHS","Number of deaths","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-23","Data package 2015-01-23","","2015-01-20","20 January 2015","","3636","3636.00000","0.00000","0.00000",""
"SLE","Sierra Leone","","DEATHS","Number of deaths","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2015-01-23","Data package 2015-01-23","","2015-01-20","20 January 2015","","2793","2793.00000","0.00000","0.00000",""
"GIN","Guinea","","DEATHS","Number of deaths","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2015-01-23","Data package 2015-01-23","","2015-01-20","20 January 2015","","not available","","0.00000","0.00000","not available"
"LBR","Liberia","","DEATHS","Number of deaths","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2015-01-23","Data package 2015-01-23","","2015-01-20","20 January 2015","","not available","","0.00000","0.00000","not available"
"SLE","Sierra Leone","","CASES","Number of cases","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2015-01-23","Data package 2015-01-23","","2015-01-20","20 January 2015","","7921","7921.00000","0.00000","0.00000",""
"SLE","Sierra Leone","","DEATHS","Number of deaths","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2015-01-23","Data package 2015-01-23","","2015-01-20","20 January 2015","","158","158.00000","0.00000","0.00000",""
"SLE","Sierra Leone","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-23","Data package 2015-01-23","","2015-01-20","20 January 2015","","10 400","10400.00000","0.00000","0.00000",""
"UNSPECIFIED","All countries","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-23","Data package 2015-01-23","","","","","21 797","21797.00000","","","This total only includes the high transmission countries (Guinea/Liberia/Sierra Leone)"
"UNSPECIFIED","All countries","","DEATHS","Number of deaths","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-23","Data package 2015-01-23","","","","","8675","8675.00000","","","This total only includes the high transmission countries (Guinea/Liberia/Sierra Leone)"
"Display Value","Numeric","Low","High","Comments"
"Display Value","Numeric","Low","High","Comments"
"COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","EBOLA_MEASURE (CODE)","EBOLA_MEASURE (DISPLAY)","EBOLA_MEASURE (URL)","CASE_DEFINITION (CODE)","CASE_DEFINITION (DISPLAY)","CASE_DEFINITION (URL)","INDICATOR_TYPE (CODE)","INDICATOR_TYPE (DISPLAY)","INDICATOR_TYPE (URL)","DATAPACKAGEID (CODE)","DATAPACKAGEID (DISPLAY)","DATAPACKAGEID (URL)","EPI_DATE (CODE)","EPI_DATE (DISPLAY)","EPI_DATE (URL)","Display Value","Numeric","Low","High","Comments"
"GIN","Guinea","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-26","Data package 2015-01-26","","2015-01-24","24 January 2015","","2909","2909.00000","0.00000","0.00000",""
"GIN","Guinea","","CASES","Number of cases","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2015-01-26","Data package 2015-01-26","","2015-01-24","24 January 2015","","2559","2559.00000","0.00000","0.00000",""
"GIN","Guinea","","CASES","Number of cases","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2015-01-26","Data package 2015-01-26","","2015-01-24","24 January 2015","","332","332.00000","0.00000","0.00000",""
"GIN","Guinea","","CASES","Number of cases","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2015-01-26","Data package 2015-01-26","","2015-01-24","24 January 2015","","18","18.00000","0.00000","0.00000",""
"GIN","Guinea","","DEATHS","Number of deaths","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-26","Data package 2015-01-26","","2015-01-24","24 January 2015","","1906","1906.00000","0.00000","0.00000",""
"GIN","Guinea","","DEATHS","Number of deaths","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2015-01-26","Data package 2015-01-26","","2015-01-24","24 January 2015","","1574","1574.00000","0.00000","0.00000",""
"GIN","Guinea","","DEATHS","Number of deaths","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2015-01-26","Data package 2015-01-26","","2015-01-24","24 January 2015","","332","332.00000","0.00000","0.00000",""
"GIN","Guinea","","DEATHS","Number of deaths","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2015-01-26","Data package 2015-01-26","","2015-01-24","24 January 2015","","Not available","","0.00000","0.00000","Not available"
"LBR","Liberia","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-26","Data package 2015-01-26","","2015-01-20","20 January 2015","","8524","8524.00000","0.00000","0.00000",""
"LBR","Liberia","","CASES","Number of cases","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2015-01-26","Data package 2015-01-26","","2015-01-20","20 January 2015","","3136","3136.00000","0.00000","0.00000",""
"LBR","Liberia","","CASES","Number of cases","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2015-01-26","Data package 2015-01-26","","2015-01-20","20 January 2015","","1854","1854.00000","0.00000","0.00000",""
"LBR","Liberia","","CASES","Number of cases","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2015-01-26","Data package 2015-01-26","","2015-01-20","20 January 2015","","3534","3534.00000","0.00000","0.00000",""
